order_id,product_id,customer_id,order_date,price,quantity,sales_amount,order_status
232811611,74343,1551082,2024-02-25,105.05,,105.05,completed
619927437,92138,9420478,2024-11-10,311.53,1,311.53,completed
178462042,94514,9212741,2025-12-05,543.16,1,543.16,completed
696690847,57650,6369042,2025-07-22,354.52,1,354.52,completed
558587847,25613,3782960,2023-04-20,58.06,1,58.06,completed
795935080,62701,6661299,2024-11-10,386.59,1,386.59,completed
203586034,81846,1637682,2025-12-04,100.72,1,100.72,completed
933595073,81802,5898915,2024-05-15,384.83,1,384.83,completed
857016721,78579,3721443,14/01/2024,896.51,1,896.51,completed
570791365,97881,1743416,2025-01-16,319.58,2,639.16,completed
123774457,88778,6312624,2025-12-01,581.88,1,581.88,completed
938987897,86771,3908563,2025-11-10,687.6,1,687.6,returned
841189725,55568,1886713,2023-05-21,91.84,1,91.84,completed
158764047,82949,3861262,2025-11-03,725.46,1,725.46,completed
410465203,71609,2653921,2023-07-09,178.27,1,178.27,completed
739328667,74360,9370592,2023-01-02,198.01,1,198.01,completed
771267257,51875,8933659,2025-03-17,190.46,1,190.46,completed
969703827,90504,2590502,2023-07-21,408.07,1,408.07,completed
576165778,93586,5813522,2023-04-24,239.33,1,239.33,completed
413051798,72808,8783918,2023-09-04,73.72,4,294.88,completed
470186745,16407,9644404,2024-09-18,823.32,1,823.32,completed
723557440,20580,1211698,2023-02-28,624.72,1,624.72,completed
996277632,75333,6431138,2023-12-07,464.48,1,464.48,completed
443016977,98382,2743941,2023-04-11,883.44,1,883.44,returned
158276924,86876,3310655,2023-07-10,161.04,1,161.04,completed
513015735,42899,7611613,2023-04-06,288.8,2,577.6,completed
169300701,82949,9454578,2024-05-23,144.09,1,144.09,completed
147030464,94829,3935614,2025-08-13,105.95,1,105.95,completed
676968626,71609,3575943,2023-09-05,707.45,3,2122.35,completed
185999933,86876,8139479,2025-05-03,611.18,1,611.18,completed
670153078,37554,1580011,2023-05-09,146.61,1,146.61,completed
961121356,94514,8815920,2024-02-28,100.06,2,200.12,completed
974710082,62186,1443746,2025-10-15,605.66,,605.66,completed
200258217,24514,1328640,2023-01-15,476.19,1,476.19,returned
672304149,58345,5931851,01/07/2024,752.59,1,752.59,completed
793806482,78767,7892135,2025-01-13,433.75,,433.75,completed
625891377,47696,8609964,2025-06-06,763.3,,763.3,completed
246740768,78579,8685037,2023-10-08,351.05,1,351.05,completed
948670149,72808,4348467,2023-11-10,177.79,,533.37,Completed 
251255565,48288,8256476,2024-11-08,136.21,4,544.84,completed
254112833,74343,5023497,2025-04-01,34.8,1,34.8,completed
531905838,25992,7015144,2023-08-13,877.06,1,877.06,completed
480129549,62701,9319281,2024-03-23,366.64,1,366.64,completed
427774906,83066,7549947,2024-04-11,611.42,1,611.42,completed
311153654,20580,2279211,2024-10-22,,1,733.94,completed
817130445,40005,7456586,2023-07-20,55.59,1,55.59,Completed 
376897671,94829,8071983,2024-10-07,778.52,1,778.52,completed
786128180,71609,2931846,2023-06-19,385.28,1,385.28,completed
922041408,94514,1743416,2023-12-23,669.94,5,3349.7,completed
168543908,77085,1446564,2024-06-08,504.53,1,504.53,completed
877151958,88778,7364937,2025-10-20,72.08,1,72.08,completed
353542757,85684,6473593,2023-05-08,244.32,3,732.96,completed
836099651,56745,5470387,2025-06-08,291.44,1,291.44,completed
708347422,26908,8481513,2025-01-23,,1,770.31,completed
810688259,78767,6714024,2025-10-16,382.78,1,382.78,completed
328836285,24514,4493522,2025-11-15,454.7,1,454.7,completed
565314983,68937,8784346,2024-04-09,654.38,1,654.38,completed
483329046,22851,7428783,2023-10-06,135.07,1,135.07,completed
496211735,77316,3706550,2023-08-25,453.31,3,1359.93,completed
553516730,54616,1883098,2025-02-05,600.64,1,600.64,completed
762177405,10332,4761205,2025-08-25,272.33,2,544.66,completed
911822758,16407,8835480,2023-11-03,348.39,4,1393.56,completed
421942822,75333,4294178,2024-04-06,109.63,1,109.63,completed
305437166,93586,1992778,2025-11-22,78.16,3,234.48,completed
506831649,77316,4279843,2023-04-02,388.61,1,388.61,completed
489533401,68937,3833938,2025-11-04,240.74,2,481.48,completed
672472624,37554,4478168,2025-09-18,733.72,1,733.72,completed
768681014,62701,5646951,2023-11-06,646.05,2,1292.1,completed
753398236,69958,3297261,2023-09-22,655.98,,655.98,completed
902345972,83066,7728946,2024-12-01,750.56,1,750.56,completed
232983757,16407,4801594,2024-03-28,,4,268.32,completed
377626695,97881,8678186,2024-08-07,653.97,5,3269.85,completed
335399301,41448,6222612,2023-07-24,353.08,1,353.08,completed
407215745,47649,2589389,15/11/2024,361.12,1,361.12,completed
514469228,54616,6087944,21/12/2024,326.31,1,326.31,completed
213776427,98382,8456619,2024-07-26,333.28,1,333.28,completed
828309913,47696,9990266,2023-09-07,338.1,1,338.1,completed
315822157,47696,3829179,2024-04-10,479.65,1,479.65,completed
102314425,77233,8352867,2023-12-26,172.21,,172.21,completed
748510352,72808,6454983,2023-01-03,,1,442.41,completed
512432574,22851,5238164,2023-06-02,609.36,1,609.36,completed
312194395,42966,3901962,2024-11-17,263.16,1,263.16,completed
537321115,37554,1923307,2024-01-26,97.1,1,97.1,completed
268465019,21886,4551421,2024-03-25,,1,174.3,completed
612123484,66283,4148493,2024-05-22,156.95,1,156.95,completed
845862907,20580,5623174,2023-03-10,122.95,1,122.95,completed
617156484,55568,6135997,2025-01-18,899.5,1,899.5,completed
116599456,78579,6488308,2023-07-15,26.29,,26.29,Completed 
135571547,83924,2070457,2025-08-20,851.6,2,1703.2,completed
861894685,39266,6849822,2023-12-26,69.67,1,69.67,completed
708285948,83373,1628272,2023-09-03,23.89,,47.78,completed
232662675,56745,9737450,07/08/2024,702.51,1,702.51,completed
578432335,93586,8151640,2024-05-04,449.83,1,449.83,completed
293964217,20003,9541384,2025-10-09,520.01,1,520.01,completed
732173968,65763,5107267,2025-10-27,149.36,2,298.72,completed
522490076,70433,5978215,2023-10-19,352.3,1,352.3,completed
198329875,37554,5403675,2025-06-21,410.69,1,410.69,completed
633114115,88664,6840178,24/12/2024,493.59,1,493.59,completed
695741721,25613,7989091,2024-05-08,548.01,1,548.01,returned
203677797,28666,2095885,2025-12-01,735.55,4,2942.2,completed
576504840,26908,5826306,2024-06-01,35.83,2,71.66,returned
486729448,55568,2631059,2025-04-18,649.35,1,649.35,returned
730964771,57650,3134722,2024-12-21,258.39,2,516.78,completed
899055034,20580,7640538,2023-04-17,493.4,1,493.4,completed
827091022,24514,4569865,2023-03-13,407.75,1,407.75,Completed 
472599817,77316,4622636,2023-03-17,657.52,1,657.52,completed
896695883,74360,5436433,2024-08-23,,1,897.87,completed
874356332,78767,6479668,2023-08-27,193.51,1,193.51,completed
666796351,50501,9848791,2023-03-14,297.33,1,297.33,completed
547385336,21886,9377197,2024-06-28,571.6,1,571.6,completed
157467808,26908,9607849,2024-05-04,246.75,1,246.75,completed
577266040,86876,6328157,09/11/2025,132.02,1,132.02,returned
114182623,20003,7195471,26/06/2025,354.94,1,354.94,completed
389802109,43900,5347625,2023-12-14,663.92,1,663.92,completed
416179648,65340,9201344,2025-12-27,512.23,1,512.23,completed
677972048,81517,5069568,2025-03-08,181.88,1,181.88,completed
212761112,71609,2550477,2025-11-16,630.35,3,1891.05,completed
905430450,13242,1429199,2025-09-19,527.23,1,527.23,completed
895098319,13242,5140510,2023-12-27,174.51,1,174.51,completed
430598847,82949,4130159,2024-12-18,889.62,1,889.62,completed
743671965,92138,9149587,2024-11-12,337.53,1,337.53,completed
823381740,62186,1343426,2025-10-28,370.01,1,370.01,completed
750632873,43900,7734988,2024-05-12,618.48,1,618.48,completed
678031228,83373,5803173,2023-12-15,418.46,1,418.46,completed
115406273,75865,7975277,2024-05-21,144.58,1,144.58,completed
689150762,25992,3444620,2023-09-07,201.59,1,201.59,completed
364558268,97881,5838351,2023-11-11,294.03,1,294.03,completed
463347373,37554,9890860,2024-10-19,468.53,3,1405.59,completed
290191760,23444,7591119,2024-03-17,259.17,1,259.17,completed
235649757,82949,6700916,2023-07-15,340.17,1,340.17,completed
924645836,68937,2563339,2023-12-03,732.37,1,732.37,completed
487978672,69873,4134154,2025-08-16,138.4,3,415.2,completed
293782706,91459,1741328,2025-08-25,485.22,2,970.44,completed
858183343,58345,8868350,2024-11-23,194.02,1,194.02,completed
826875668,62701,1615824,2024-12-07,243.62,2,487.24,completed
512483133,85047,3627004,2025-06-12,410.12,1,410.12,completed
502014963,74360,1504188,2024-11-01,205.2,1,205.2,completed
331815641,54616,3925067,18/05/2023,162.72,1,162.72,completed
556410535,83066,4625349,2023-01-02,372.69,1,372.69,completed
769536472,74262,4013854,2024-02-05,695.72,1,695.72,completed
476606134,11505,5535945,2025-07-06,266.33,3,798.99,completed
845617296,10332,4545614,2024-05-03,262.15,1,262.15,completed
369315827,78767,1978059,2025-08-16,34.91,4,139.64,completed
154276225,82672,6701793,2024-10-10,629.51,2,1259.02,Completed 
230069129,69958,3166840,2025-03-09,479.69,3,1439.07,Completed 
988524384,71525,6318438,2024-04-19,409.5,1,409.5,completed
934569732,91567,5856106,2025-11-19,618.74,1,618.74,completed
584504284,65340,3524122,2025-01-27,114.11,4,456.44,completed
169848463,78579,4071049,2025-08-03,225.26,1,225.26,completed
107220351,83066,7291545,2025-09-23,696.92,2,1393.84,completed
706347543,70433,1244018,2023-12-02,894.14,3,2682.42,completed
827920435,65340,2783747,2024-06-20,658.88,1,658.88, RETURNED
479241813,25992,3844573,04/12/2023,69.97,1,69.97,completed
848904345,20003,5042998,2023-05-02,,1,732.85,completed
281300502,85434,8320470,2025-01-03,557.72,1,557.72,completed
726669188,82949,5487628,2025-09-13,,1,516.12,completed
449273164,83924,2545231,2023-09-22,680.92,1,680.92,completed
751300266,16407,8678186,2023-01-15,712.23,1,712.23,completed
220805843,99807,9186381,2024-04-20,47.72,1,47.72,returned
974976821,54616,8958451,19/11/2025,121.15,1,121.15,returned
851581935,65763,9355539,2023-08-05,32.53,1,32.53,completed
385201447,25263,9320108,2025-12-03,526.5,1,526.5,completed
800762797,62186,7290581,2023-11-15,784.7,2,1569.4,completed
255214068,94514,3138531,2023-06-05,891.85,2,1783.7,completed
910615011,86876,4013575,2025-04-11,835.29,1,835.29,completed
454730491,22851,8685037,2024-01-20,203.32,1,203.32,completed
932209810,13326,2541133,2023-10-14,255.73,2,511.46,completed
174895587,75865,3939675,2025-12-23,805.44,1,805.44,completed
980400575,78767,5881099,2025-12-03,669.98,1,669.98,completed
795547718,83066,4797215,2025-07-22,212.99,1,212.99,completed
164873071,13326,2128537,2024-07-18,896.58,1,896.58,Completed 
484838153,98382,8915839,2023-05-10,32.66,1,32.66,completed
711076814,81517,5569664,2023-07-18,401.42,3,1204.26,completed
587215359,58345,7409818,2023-12-12,842.08,4,3368.32,completed
729601902,20580,1662760,2025-06-02,655.35,1,655.35,completed
681515286,71525,2155700,2024-08-05,381.46,1,381.46,completed
166093077,83373,4881475,2023-07-09,361.56,2,723.12,returned
953394705,28466,3079212,2024-07-07,332.36,3,997.08,completed
973013868,41448,5402346,2023-12-16,320.94,1,320.94,completed
855087693,13242,5499261,2024-11-18,382.17,4,1528.68,completed
390403475,41448,8785017,2025-03-22,97.13,1,97.13,completed
312586318,65045,5115911,2024-01-23,431.51,1,431.51,returned
328007633,50501,9550241,2024-05-21,183.61,2,367.22,returned
768188341,72808,9145776,2023-01-23,,3,1010.97,returned
600134236,65340,3239926,2023-09-04,216.71,3,650.13,completed
578480050,75333,5857938,2024-07-23,371.89,1,371.89,completed
377392034,93586,1607188,2023-12-07,429.68,1,429.68,completed
857436080,77893,7218464,2024-12-19,434.4,2,868.8,completed
353964916,98382,5990344,2023-11-25,745.01,1,745.01,completed
295150386,75865,5935774,2025-10-18,562.12,3,1686.36,completed
757807246,71525,5228515,2024-07-16,492.38,1,492.38,completed
650666317,94514,6844066,2024-12-22,294.05,1,294.05,completed
921924650,39428,3883812,2024-05-08,194.93,1,194.93,completed
678400517,62701,9203139,2025-11-22,653.52,2,1307.04,completed
354726899,51875,5354343,2024-08-20,699.0,1,699.0,completed
426492037,85434,1921759,2024-03-01,,3,2330.16,completed
613433374,86771,4541426,2025-07-27,335.73,1,335.73,completed
912713188,10332,4092872,2023-05-12,587.44,1,587.44,completed
274313994,77893,2271869,2025-11-19,248.75,1,248.75,completed
981115900,62701,4708484,2023-12-06,537.12,1,537.12,completed
300966669,48288,8089081,2024-12-25,365.33,1,365.33,completed
104259308,26908,2759873,2025-12-11,542.8,1,542.8,completed
790067680,16407,4900916,2023-11-26,667.67,1,667.67,completed
311608731,82949,3792655,2024-01-22,755.91,1,755.91,completed
529593288,99807,9572653,2023-09-24,400.24,2,800.48,completed
257426477,13326,5849489,2023-07-16,597.33,1,597.33,completed
946994528,67815,2009488,2023-06-01,824.44,1,824.44,completed
636858033,88664,7054756,2025-07-08,849.64,1,849.64,completed
385403482,99048,9736837,2024-10-05,286.83,2,573.66,completed
832796445,72808,2466360,2024-10-08,707.01,1,707.01,completed
933421883,80525,2652458,2023-07-03,557.02,1,557.02,completed
791723033,85047,8796279,2024-12-28,533.59,1,533.59,Completed 
153442133,77893,8853902,2023-07-13,527.77,2,1055.54,completed
941689270,85434,4820882,2023-08-12,154.88,1,154.88,completed
570681505,65340,8137982,2025-01-06,39.23,1,39.23,completed
906370817,74343,6323292,2023-04-16,188.35,1,188.35,completed
336957209,72808,2832014,2024-12-14,172.33,2,344.66,completed
981802580,83924,2283192,2025-12-01,294.13,1,294.13,completed
643375301,85434,7861105,04/11/2024,664.76,1,664.76,completed
846020297,26908,4018517,2025-07-05,139.74,1,139.74,completed
560160036,47696,1971209,2025-06-13,,1,879.05,completed
833469139,37554,6935447,09/02/2023,235.19,1,235.19,completed
876983479,78579,6607915,2023-09-25,660.69,1,660.69,completed
526927855,23452,2309762,2023-07-10,631.83,1,631.83,completed
354313325,88778,1515273,2024-11-04,91.36,1,91.36,completed
391869554,51875,7779437,2023-11-18,259.49,3,778.47,completed
889912065,71525,7854010,2025-06-27,312.32,1,312.32,completed
556496532,88778,9912910,2024-12-04,502.98,1,502.98,Completed 
282776539,48288,9034958,2023-06-06,465.02,1,465.02,completed
412488461,62268,3063670,2023-12-13,631.94,4,2527.76,completed
130130708,73191,2089045,2023-07-16,716.61,1,716.61,completed
211398170,77893,6771243,2024-06-14,101.27,1,101.27,completed
657511260,71609,7158013,2024-05-21,820.58,1,820.58,returned
657780901,42899,2485275,2024-12-18,616.04,2,1232.08,completed
535540281,99048,7753332,2025-07-05,293.81,3,881.43,Completed 
630214228,40005,9203288,2025-01-22,669.89,2,1339.78,completed
943858778,99048,7564361,2023-04-06,817.07,3,2451.21,completed
195746799,67815,2603472,2023-11-25,,1,834.87, RETURNED
709571955,98382,6287619,2023-10-18,172.53,2,345.06,completed
115829770,94829,7974916,2024-08-26,655.78,1,655.78,Completed 
117480563,83066,6718184,2025-05-03,80.21,2,160.42,completed
961712738,51187,2085773,2025-11-22,692.6,1,692.6,completed
216759193,82949,9203288,2025-02-27,556.24,1,556.24,completed
539954426,71525,6488856,2025-07-02,465.87,1,465.87,completed
588721974,24514,9124049,2023-11-18,588.19,1,588.19,completed
944974722,93586,9819478,2025-02-12,560.83,1,560.83,completed
790124027,81802,6885628,2025-11-02,465.63,1,465.63,completed
870903388,90504,3320274,2025-05-09,745.57,2,1491.14,completed
982294435,83373,3177591,2024-09-25,104.53,3,313.59,completed
870332836,50501,7967537,2023-11-11,544.85,1,544.85,completed
251029500,93586,5811125,2025-09-26,524.1,1,524.1,completed
193881639,10332,7369569,2024-12-07,883.57,1,883.57,completed
675955290,91567,7356975,2023-03-04,448.89,1,448.89,completed
932940247,75333,3447377,2024-11-03,436.0,1,436.0,completed
501062600,58345,3214367,2023-11-09,326.27,1,326.27,completed
996405033,13242,1675668,2025-07-22,69.62,1,69.62,completed
912118051,99048,5881099,2025-04-15,495.82,1,495.82,completed
277084009,42899,1441565,2025-11-15,291.23,2,582.46,completed
299216816,94829,6010379,2024-06-16,363.65,1,363.65,returned
226035515,28666,6422817,2025-12-09,89.91,1,89.91,completed
344114658,83066,5315433,2025-12-09,310.09,1,310.09,completed
513973683,71609,8847990,2023-11-20,342.04,1,342.04,completed
635383095,25992,4733212,2024-02-01,494.18,1,494.18,completed
891827112,16407,8775634,2023-03-07,28.5,2,57.0,completed
545686623,65130,1235427,2024-12-04,702.66,1,702.66,Completed 
488021204,20580,8274727,2025-12-25,260.58,1,260.58,returned
225623347,92138,6332842,2023-04-19,172.62,1,172.62,completed
227048425,81517,1599960,2023-10-11,133.21,1,133.21,completed
671648228,25263,8357791,2024-08-25,496.92,3,1490.76,completed
435840655,28466,3391717,2024-07-03,,1,87.15,completed
645950655,83066,2708132,2023-08-03,50.44,1,50.44,completed
136904600,20003,7328349,2024-10-13,215.45,1,215.45,completed
933884414,65045,6875495,2024-05-12,764.7,1,764.7,completed
999823058,80525,6402707,2024-10-27,861.58,,861.58,completed
700380213,70433,4013575,2024-10-14,453.53,1,453.53,completed
906507358,13326,4651218,2024-01-16,494.96,1,494.96,completed
457008668,54616,8931941,2024-08-24,618.8,1,618.8,completed
392649854,77893,3671411,2024-03-06,454.83,2,909.66,completed
106826354,97881,8161252,2025-09-05,347.59,4,1390.36,completed
375872366,85684,8995592,2023-12-15,468.48,1,468.48,completed
685582185,25613,7092628,2023-11-06,809.69,,2429.07,completed
897828294,93586,5395582,2023-10-04,872.37,2,1744.74,completed
492355928,62186,3568646,2023-08-12,119.75,2,239.5,completed
117197968,41448,6976514,2023-04-08,696.48,1,696.48,completed
764352608,98382,8305598,2024-07-09,122.63,1,122.63,completed
170851279,39428,6089269,2025-10-24,699.38,1,699.38,completed
405466552,54616,3366901,2025-03-25,871.27,1,871.27,completed
391971610,85434,9527848,2024-12-08,712.84,1,712.84,completed
407576216,47649,9367626,2023-11-03,410.62,5,2053.1,completed
802168748,82672,5455661,26/05/2024,209.11,1,209.11,completed
896961117,71609,5940744,2025-08-06,376.89,2,753.78,completed
815279559,83924,9235593,2025-04-14,897.66,1,897.66,completed
410961879,77085,6010379,2024-10-20,663.04,1,663.04,completed
702654688,21886,2833245,2024-12-04,62.45,5,312.25,completed
121587423,85684,6118355,2023-11-18,307.73,4,1230.92,completed
971059124,88778,9672537,27/08/2023,366.23,5,1831.15,completed
273432333,71609,8714240,2023-07-04,531.78,3,1595.34,returned
118552086,74262,8119807,2025-11-24,887.23,1,887.23,completed
844048098,85434,1639441,2024-12-11,629.24,1,629.24,completed
124142970,22851,6667035,2023-07-25,544.05,1,544.05,completed
950387295,22851,4207488,2024-01-24,490.02,1,490.02,completed
664463304,78579,2828307,28/08/2025,604.08,1,604.08,completed
560572490,97785,8992583,2023-05-22,662.1,,662.1,completed
259875052,72808,7454546,2023-07-13,11.9,1,11.9,completed
934355345,81802,5594851,2024-07-11,465.01,1,465.01,completed
151309843,16407,3636405,2025-10-17,812.51,1,812.51,completed
248417020,94829,3376415,2023-01-01,281.84,2,563.68,completed
358802580,25613,8620965,2025-11-21,46.33,1,46.33,completed
402149109,81846,2616948,2024-09-25,67.84,1,67.84,completed
926302168,39266,2414020,2023-08-18,36.69,5,183.45,completed
266635250,50501,1747491,2024-06-02,135.24,1,135.24,completed
927697511,56745,5469339,2024-02-28,267.16,5,1335.8,completed
385351315,83066,5386091,2023-12-18,501.0,1,501.0,completed
257463810,51187,1571127,2023-10-10,389.71,1,389.71,completed
546682417,75333,2473367,2024-11-20,712.25,1,712.25,completed
709904673,72808,1867989,2024-12-02,507.81,1,507.81,completed
336740217,71525,9276191,2025-03-08,679.41,,679.41,completed
151396223,54616,9369798,2023-12-26,624.65,1,624.65,completed
841445773,50501,8915839,2024-11-14,413.14,,413.14,completed
184301316,85684,6683707,2025-10-21,736.99,1,736.99,completed
120913334,94829,7631480,2024-07-26,733.17,1,733.17,completed
298962864,90504,7693134,2023-11-01,360.12,1,360.12,completed
462481134,90504,7726268,2024-01-17,488.36,1,488.36,completed
581208685,97785,8431734,2025-06-05,790.32,1,790.32,completed
466186205,80525,6962949,2025-05-03,45.39,2,90.78,completed
727647459,75333,6340619,2023-12-15,833.94,1,833.94,completed
690013131,97881,7060336,2023-09-26,87.22,,87.22,completed
799302330,41448,4662184,2023-12-25,149.37,1,149.37,returned
808979058,47649,8580296,2025-12-19,806.77,1,806.77,completed
773027071,68937,9366477,2024-09-13,11.48,1,11.48,completed
858650381,62268,3486472,2025-12-05,,3,1820.01,completed
941795978,99048,9714771,2025-12-04,442.46,1,442.46,completed
640246967,67815,4662369,2024-11-04,804.77,1,804.77,completed
445289070,54616,1704568,2023-12-01,225.68,1,225.68,completed
888110280,86771,5106367,2023-05-19,183.62,1,183.62,completed
974266292,74262,9559984,2024-02-07,161.18,1,161.18,completed
297522854,97785,3861212,2024-06-10,359.19,1,359.19,completed
649088794,43900,3729235,2025-11-26,,1,867.83,completed
608246170,78767,8986342,2023-12-27,428.63,,1285.89,completed
617838597,85047,3050337,2024-03-03,454.56,1,454.56,returned
192882832,28466,3184092,2023-08-18,53.15,1,53.15,completed
632708314,21886,4209933,2024-11-03,230.67,3,692.01,completed
576825352,37554,6118355,2024-07-06,286.27,1,286.27,returned
234228681,13326,7620395,2024-12-19,295.36,1,295.36,completed
980609451,94829,2232395,2024-06-15,369.84,1,369.84,completed
192055705,85047,5486331,2023-11-11,735.05,4,2940.2,completed
168064324,94514,8690027,2025-11-08,133.09,2,266.18,completed
104294767,25992,1637682,2025-06-19,258.44,4,1033.76,completed
471801197,72808,4395622,2024-06-13,745.12,1,745.12,completed
325449506,62701,8452546,2023-11-03,607.95,1,607.95,completed
731293367,69958,8481728,2023-12-03,460.38,1,460.38,completed
100206040,77085,1992778,2025-06-25,696.55,1,696.55,returned
737713257,37554,1979389,2025-12-06,314.84,3,944.52,completed
926120927,13326,2446824,2023-03-18,89.71,2,179.42,completed
345804957,69873,3235657,2023-04-15,149.96,1,149.96,completed
124410029,83066,5107599,2025-09-22,102.21,4,408.84,completed
197597755,97785,4880668,2023-06-16,446.42,1,446.42,completed
737129992,74262,5703956,2023-01-12,742.89,1,742.89,completed
801463530,75333,1345487,2023-03-19,269.97,1,269.97,completed
339376397,25992,7331759,2024-08-11,463.3,1,463.3,completed
970036030,28466,7095188,2023-04-05,703.05,1,703.05,completed
144920692,50501,4873557,2023-10-12,631.49,1,631.49,completed
427334611,55568,9568284,2024-12-12,48.44,1,48.44,completed
133395493,54616,9469936,2023-05-26,152.28,2,304.56,completed
602890534,81802,8197225,2024-11-03,672.02,1,672.02,completed
779315838,81846,4609115,2024-07-19,631.37,5,3156.85,completed
349002485,65763,5293819,2023-01-08,814.15,1,814.15,completed
333132253,23444,3853179,2025-05-18,484.04,2,968.08,completed
564741855,51187,3403309,2025-07-25,287.61,1,287.61,completed
992374449,90504,9633177,2025-10-05,219.87,1,219.87,completed
985070095,93586,7706918,2023-01-28,873.0,1,873.0,completed
151219539,94514,6947320,04/12/2024,441.4,1,441.4,completed
197187612,94829,3401907,2025-04-22,306.6,2,613.2,completed
990479388,22851,7286382,2023-02-20,369.87,4,1479.48,completed
865418637,69873,1345487,2025-12-22,745.23,1,745.23,completed
331259136,25263,3791318,2025-08-11,362.33,,362.33,completed
837890204,43900,8408304,2025-11-21,696.72,1,696.72,completed
770604640,39428,5588238,2025-12-27,36.9,1,36.9,returned
840154420,65045,8243540,2025-03-06,632.07,1,632.07,completed
245136488,11505,7120699,2024-12-27,318.37,1,318.37,completed
500870922,69958,4013575,2023-10-09,742.95,2,1485.9,completed
964581371,78767,7009017,10/04/2024,117.47,1,117.47,completed
338381841,21886,8815089,2023-07-04,657.24,1,657.24,returned
899857234,88778,1939922,2023-05-27,722.1,1,722.1,completed
808294608,51875,1307583,2025-09-19,643.17,1,643.17,completed
755844458,81802,1581550,2024-04-10,469.07,1,469.07,completed
